Num_Acc;Département;Agglomération;Luminosité;Météo (conditions atmos.);Type de collision;Catégorie de route;Régime de circulation;Nombre de voies;État de la surface;Infrastructure;Situation de laccident;Vitesse max autorisée;Gravité (label)
202000000000;-0.20136808906303216;1;0;1;0;5;0;-0.29489741074581033;8;0;Sur chaussée;1.1147381245884538;0
202000000000;-0.41457522536631974;0;4;7;5;7;0;-0.29489741074581033;0;0;Sur chaussée;-1.1598283859294922;0
202000000000;-0.44068222164835497;1;0;3;5;7;0;-0.29489741074581033;8;0;Sur accotement;-0.40163954909017696;0
202000000000;-0.4450333876953608;0;4;7;1;7;0;1.5165456985197507;8;1;Sur chaussée;-0.40163954909017696;1
202000000000;-0.4493845537423667;1;1;5;3;0;0;1.5165456985197507;6;0;Sur chaussée;-0.40163954909017696;1
202000000000;-0.4493845537423667;0;1;3;1;7;0;0.6108241438869702;8;3;Sur chaussée;-0.40163954909017696;1
202000000000;-0.4493845537423667;0;1;3;1;3;0;-0.29489741074581033;8;1;Sur chaussée;-0.40163954909017696;0
202000000000;-0.4754915500244019;0;4;3;2;7;0;-0.29489741074581033;8;0;Sur chaussée;-0.40163954909017696;1
202000000000;-0.4754915500244019;0;3;3;5;7;0;-1.2006189653785908;8;0;Sur accotement;-0.40163954909017696;1
202000000000;-0.47984271607140777;0;1;3;7;7;3;-0.29489741074581033;8;0;Sur piste cyclable;-0.40163954909017696;0
202000000000;-0.1796122588280028;0;0;3;2;7;3;1.5165456985197507;8;0;Sur chaussée;0.3565492877491384;1
202000000000;-0.1796122588280028;0;3;3;7;7;3;1.5165456985197507;2;0;Sur chaussée;0.3565492877491384;1
202000000000;-0.1796122588280028;0;4;3;5;7;0;-0.29489741074581033;8;0;Sur chaussée;-1.1598283859294922;1
202000000000;-0.1796122588280028;0;4;3;1;7;3;-0.29489741074581033;8;0;Sur chaussée;-1.1598283859294922;1
202000000000;-0.1796122588280028;0;4;3;0;7;3;-0.29489741074581033;8;0;Autres;-1.53892280434915;1
202000000000;-0.1796122588280028;0;4;3;1;7;3;-0.29489741074581033;8;0;Sur piste cyclable;-1.1598283859294922;1
